,from,to,size,size2,size3
15438,Clostridium_citroniae,Ruminococcus_callidus,0.53109243697479,pos,0.53109243697479
15440,Clostridium_hathewayi,Ruminococcus_callidus,0.512741840922416,pos,0.512741840922416
15445,Clostridium_symbiosum,Ruminococcus_callidus,0.487609927692007,pos,0.487609927692007
15446,Collinsella_aerofaciens,Ruminococcus_callidus,0.869982411569279,pos,0.869982411569279
15447,Coprobacter_fastidiosus,Ruminococcus_callidus,0.652413523548955,pos,0.652413523548955
15454,Eggerthella_lenta,Ruminococcus_callidus,0.701035763142466,pos,0.701035763142466
15465,Eubacterium_siraeum,Ruminococcus_callidus,0.756263435606801,pos,0.756263435606801
15469,Gemella_sanguinis,Ruminococcus_callidus,0.48546023060387,pos,0.48546023060387
15470,Gordonibacter_pamelaeae,Ruminococcus_callidus,0.520812976353332,pos,0.520812976353332
15484,Megamonas_funiformis,Ruminococcus_callidus,0.419972640218878,pos,0.419972640218878
15485,Megamonas_hypermegale,Ruminococcus_callidus,0.482450654680477,pos,0.482450654680477
15488,Oxalobacter_formigenes,Ruminococcus_callidus,0.719034590580418,pos,0.719034590580418
15499,Roseburia_intestinalis,Ruminococcus_callidus,0.616513582177057,pos,0.616513582177057
15500,Roseburia_inulinivorans,Ruminococcus_callidus,0.476314246628884,pos,0.476314246628884
15502,Ruminococcaceae_bacterium_D16,Ruminococcus_callidus,0.596794997068595,pos,0.596794997068595
15503,Ruminococcus_albus,Ruminococcus_callidus,0.831111979675591,pos,0.831111979675591
15537,Bacteroidales_bacterium_ph8,Ruminococcus_gnavus,0.434199726402189,pos,0.434199726402189
15545,Bacteroides_finegoldii,Ruminococcus_gnavus,0.387453586085597,pos,0.387453586085597
15611,Lachnospiraceae_bacterium_1_4_56FAA,Ruminococcus_gnavus,0.432069572014852,pos,0.432069572014852
15662,Adlercreutzia_equolifaciens,Ruminococcus_lactaris,0.545378151260504,pos,0.545378151260504
15668,Alistipes_senegalensis,Ruminococcus_lactaris,0.530584326753957,pos,0.530584326753957
15695,Bifidobacterium_adolescentis,Ruminococcus_lactaris,0.486163767832714,pos,0.486163767832714
15696,Bifidobacterium_longum,Ruminococcus_lactaris,0.747332421340629,pos,0.747332421340629
15697,Bifidobacterium_pseudocatenulatum,Ruminococcus_lactaris,0.779812390072308,pos,0.779812390072308
15700,Butyricimonas_synergistica,Ruminococcus_lactaris,0.503654485049834,pos,0.503654485049834
15705,Clostridium_asparagiforme,Ruminococcus_lactaris,0.833085792456517,pos,0.833085792456517
15708,Clostridium_citroniae,Ruminococcus_lactaris,0.386495993746336,pos,0.386495993746336
15716,Collinsella_aerofaciens,Ruminococcus_lactaris,0.651924956028923,pos,0.651924956028923
15717,Coprobacter_fastidiosus,Ruminococcus_lactaris,0.571448114129373,pos,0.571448114129373
15748,Lachnospiraceae_bacterium_3_1_46FAA,Ruminococcus_lactaris,0.50875512995896,pos,0.50875512995896
15755,Megamonas_hypermegale,Ruminococcus_lactaris,0.479167480945867,pos,0.479167480945867
15768,Roseburia_hominis,Ruminococcus_lactaris,0.424232948993551,pos,0.424232948993551
15769,Roseburia_intestinalis,Ruminococcus_lactaris,0.549599374633574,pos,0.549599374633574
15773,Ruminococcus_albus,Ruminococcus_lactaris,0.714148915380106,pos,0.714148915380106
15775,Ruminococcus_callidus,Ruminococcus_lactaris,0.656771545827633,pos,0.656771545827633
15910,Ruminococcus_callidus,Ruminococcus_obeum,-0.43109243697479,neg,0.43109243697479
15932,Adlercreutzia_equolifaciens,Ruminococcus_sp_5_1_39BFAA,0.526988469806527,pos,0.526988469806527
15933,Akkermansia_muciniphila,Ruminococcus_sp_5_1_39BFAA,0.540355677154583,pos,0.540355677154583
