,from,to,size,size2,size3
6506,Bacteroides_ovatus,Clostridium_clostridioforme,-0.659185520361991,neg,0.659185520361991
6524,Clostridiales_bacterium_1_7_47FAA,Clostridium_clostridioforme,0.625067873303167,pos,0.625067873303167
6528,Clostridium_citroniae,Clostridium_clostridioforme,0.589049773755656,pos,0.589049773755656
6635,Bacteroides_finegoldii,Clostridium_hathewayi,0.658099547511312,pos,0.658099547511312
6645,Bacteroides_thetaiotaomicron,Clostridium_hathewayi,-0.631945701357466,neg,0.631945701357466
6776,Bacteroides_ovatus,Clostridium_innocuum,-0.586515837104072,neg,0.586515837104072
7030,Anaerostipes_hadrus,Clostridium_nexile,-0.611674208144796,neg,0.611674208144796
7181,Bacteroides_ovatus,Clostridium_ramosum,-0.610226244343891,neg,0.610226244343891
7310,Bacteroides_finegoldii,Clostridium_symbiosum,0.715203619909502,pos,0.715203619909502
8277,Citrobacter_freundii,Dorea_formicigenerans,0.548054298642534,pos,0.548054298642534
8702,Dorea_formicigenerans,Enterobacter_cloacae,0.581809954751131,pos,0.581809954751131
8801,Bacteroides_ovatus,Erysipelotrichaceae_bacterium_2_2_44A,-0.579095022624434,neg,0.579095022624434
9070,Bacteroides_oleiciplenus,Erysipelotrichaceae_bacterium_6_1_45,0.512579185520362,pos,0.512579185520362
9071,Bacteroides_ovatus,Erysipelotrichaceae_bacterium_6_1_45,-0.555384615384615,neg,0.555384615384615
9085,Butyricimonas_synergistica,Erysipelotrichaceae_bacterium_6_1_45,0.684343891402715,pos,0.684343891402715
9088,Clostridiaceae_bacterium_JC118,Erysipelotrichaceae_bacterium_6_1_45,0.743710407239819,pos,0.743710407239819
9090,Clostridium_asparagiforme,Erysipelotrichaceae_bacterium_6_1_45,0.689049773755656,pos,0.689049773755656
9500,Clostridium_hathewayi,Eubacterium_eligens,0.629592760180995,pos,0.629592760180995
9785,Enterobacter_cloacae,Eubacterium_ramulus,0.589411764705882,pos,0.589411764705882
10169,Clostridiales_bacterium_1_7_47FAA,Eubacterium_ventriosum,0.550135746606335,pos,0.550135746606335
10277,Bacteroides_dorei,Faecalibacterium_prausnitzii,-0.639095022624434,neg,0.639095022624434
10278,Bacteroides_eggerthii,Faecalibacterium_prausnitzii,-0.691131221719457,neg,0.691131221719457
10415,Bacteroides_finegoldii,Flavonifractor_plautii,0.794570135746606,pos,0.794570135746606
10421,Bacteroides_ovatus,Flavonifractor_plautii,-0.839547511312217,neg,0.839547511312217
10425,Bacteroides_thetaiotaomicron,Flavonifractor_plautii,-0.747239819004525,neg,0.747239819004525
10426,Bacteroides_uniformis,Flavonifractor_plautii,-0.676651583710407,neg,0.676651583710407
10427,Bacteroides_vulgatus,Flavonifractor_plautii,-0.674751131221719,neg,0.674751131221719
10691,Bacteroides_ovatus,Gordonibacter_pamelaeae,-0.751764705882353,neg,0.751764705882353
11081,Anaerotruncus_colihominis,Holdemania_filiformis,0.662714932126697,pos,0.662714932126697
11095,Bacteroides_oleiciplenus,Holdemania_filiformis,0.625339366515837,pos,0.625339366515837
11096,Bacteroides_ovatus,Holdemania_filiformis,-0.646696832579185,neg,0.646696832579185
11101,Bacteroides_uniformis,Holdemania_filiformis,-0.560995475113122,neg,0.560995475113122
11119,Clostridium_clostridioforme,Holdemania_filiformis,0.723348416289593,pos,0.723348416289593
11135,Enterobacter_cloacae,Holdemania_filiformis,0.781990950226244,pos,0.781990950226244
11136,Erysipelotrichaceae_bacterium_2_2_44A,Holdemania_filiformis,0.69393665158371,pos,0.69393665158371
11138,Erysipelotrichaceae_bacterium_6_1_45,Holdemania_filiformis,0.669864253393665,pos,0.669864253393665
11150,Gordonibacter_pamelaeae,Holdemania_filiformis,0.506244343891403,pos,0.506244343891403
11526,Clostridium_innocuum,Lachnospiraceae_bacterium_1_4_56FAA,0.695203619909502,pos,0.695203619909502
11541,Erysipelotrichaceae_bacterium_2_2_44A,Lachnospiraceae_bacterium_1_4_56FAA,0.607058823529412,pos,0.607058823529412
11549,Eubacterium_rectale,Lachnospiraceae_bacterium_1_4_56FAA,0.533755656108597,pos,0.533755656108597
11775,Bacteroides_thetaiotaomicron,Lachnospiraceae_bacterium_3_1_46FAA,-0.58606334841629,neg,0.58606334841629
11797,Clostridium_leptum,Lachnospiraceae_bacterium_3_1_46FAA,0.688235294117647,pos,0.688235294117647
11921,candidate_division_TM7_single_cell_isolate_TM7c,Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.666425339366516,pos,0.666425339366516
11934,Clostridium_ramosum,Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.696199095022624,pos,0.696199095022624
12035,Bacteroides_finegoldii,Lachnospiraceae_bacterium_5_1_63FAA,0.543710407239819,pos,0.543710407239819
12176,Bacteroides_ovatus,Lachnospiraceae_bacterium_7_1_58FAA,-0.624615384615385,neg,0.624615384615385
12482,Dorea_formicigenerans,Lachnospiraceae_bacterium_9_1_43BFAA,0.640090497737557,pos,0.640090497737557
12503,Holdemania_filiformis,Lachnospiraceae_bacterium_9_1_43BFAA,0.730588235294118,pos,0.730588235294118
12603,Clostridium_citroniae,Megamonas_funiformis,0.559095022624434,pos,0.559095022624434
12623,Erysipelotrichaceae_bacterium_6_1_45,Megamonas_funiformis,0.542443438914027,pos,0.542443438914027
12638,Holdemania_filiformis,Megamonas_funiformis,0.559638009049774,pos,0.559638009049774
12778,Lachnospiraceae_bacterium_3_1_46FAA,Megamonas_hypermegale,0.716923076923077,pos,0.716923076923077
12986,Bacteroides_ovatus,Odoribacter_splanchnicus,0.661447963800905,pos,0.661447963800905
13106,Anaerotruncus_colihominis,Oxalobacter_formigenes,0.658190045248869,pos,0.658190045248869
13120,Bacteroides_oleiciplenus,Oxalobacter_formigenes,0.942714932126697,pos,0.942714932126697
13121,Bacteroides_ovatus,Oxalobacter_formigenes,-0.58027149321267,neg,0.58027149321267
13135,Butyricimonas_synergistica,Oxalobacter_formigenes,0.70262443438914,pos,0.70262443438914
13137,Citrobacter_freundii,Oxalobacter_formigenes,0.619457013574661,pos,0.619457013574661
13138,Clostridiaceae_bacterium_JC118,Oxalobacter_formigenes,0.529502262443439,pos,0.529502262443439
13139,Clostridiales_bacterium_1_7_47FAA,Oxalobacter_formigenes,0.641809954751131,pos,0.641809954751131
13144,Clostridium_clostridioforme,Oxalobacter_formigenes,0.826515837104072,pos,0.826515837104072
13146,Clostridium_innocuum,Oxalobacter_formigenes,0.803438914027149,pos,0.803438914027149
13156,Dialister_invisus,Oxalobacter_formigenes,0.600633484162896,pos,0.600633484162896
13160,Enterobacter_cloacae,Oxalobacter_formigenes,0.849140271493213,pos,0.849140271493213
13161,Erysipelotrichaceae_bacterium_2_2_44A,Oxalobacter_formigenes,0.623710407239819,pos,0.623710407239819
13162,Erysipelotrichaceae_bacterium_21_3,Oxalobacter_formigenes,0.759819004524887,pos,0.759819004524887
13163,Erysipelotrichaceae_bacterium_6_1_45,Oxalobacter_formigenes,0.738914027149321,pos,0.738914027149321
13178,Holdemania_filiformis,Oxalobacter_formigenes,0.563981900452489,pos,0.563981900452489
13184,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Oxalobacter_formigenes,0.735113122171946,pos,0.735113122171946
13188,Lachnospiraceae_bacterium_9_1_43BFAA,Oxalobacter_formigenes,0.601809954751131,pos,0.601809954751131
13445,Gordonibacter_pamelaeae,Parabacteroides_goldsteinii,0.766968325791855,pos,0.766968325791855
13560,Desulfovibrio_desulfuricans,Parabacteroides_johnsonii,0.813303167420814,pos,0.813303167420814
13665,Bacteroides_thetaiotaomicron,Parabacteroides_merdae,0.627511312217194,pos,0.627511312217194
14253,Flavonifractor_plautii,Prevotella_copri,0.591764705882353,pos,0.591764705882353
14273,Oxalobacter_formigenes,Prevotella_copri,0.602986425339366,pos,0.602986425339366
14528,Holdemania_filiformis,Roseburia_hominis,0.689230769230769,pos,0.689230769230769
14628,Clostridium_citroniae,Roseburia_intestinalis,0.554027149321267,pos,0.554027149321267
15011,Bacteroides_ovatus,Ruminococcaceae_bacterium_D16,-0.615746606334841,neg,0.615746606334841
15025,Butyricimonas_synergistica,Ruminococcaceae_bacterium_D16,0.620995475113122,pos,0.620995475113122
15028,Clostridiaceae_bacterium_JC118,Ruminococcaceae_bacterium_D16,0.51393665158371,pos,0.51393665158371
15029,Clostridiales_bacterium_1_7_47FAA,Ruminococcaceae_bacterium_D16,0.479095022624434,pos,0.479095022624434
15047,Dorea_formicigenerans,Ruminococcaceae_bacterium_D16,0.555022624434389,pos,0.555022624434389
15073,Lachnospiraceae_bacterium_3_1_46FAA,Ruminococcaceae_bacterium_D16,0.638009049773756,pos,0.638009049773756
15083,Oxalobacter_formigenes,Ruminococcaceae_bacterium_D16,0.780090497737556,pos,0.780090497737556
15141,Bacteroides_fragilis,Ruminococcus_albus,-0.623257918552036,neg,0.623257918552036
15146,Bacteroides_ovatus,Ruminococcus_albus,-0.748506787330317,neg,0.748506787330317
15203,Holdemania_filiformis,Ruminococcus_albus,0.530407239819005,pos,0.530407239819005
15218,Oxalobacter_formigenes,Ruminococcus_albus,0.65710407239819,pos,0.65710407239819
15395,Alistipes_indistinctus,Ruminococcus_callidus,0.67945701357466,pos,0.67945701357466
15487,Odoribacter_splanchnicus,Ruminococcus_callidus,0.566606334841629,pos,0.566606334841629
15551,Bacteroides_ovatus,Ruminococcus_gnavus,-0.648325791855203,neg,0.648325791855203
15707,Clostridium_bolteae,Ruminococcus_lactaris,0.596561085972851,pos,0.596561085972851
15708,Clostridium_citroniae,Ruminococcus_lactaris,0.565701357466063,pos,0.565701357466063
15807,Bacteroidales_bacterium_ph8,Ruminococcus_obeum,-0.577737556561086,neg,0.577737556561086
16015,Lachnospiraceae_bacterium_1_1_57FAA,Ruminococcus_sp_5_1_39BFAA,-0.556923076923077,neg,0.556923076923077
16078,Bacteroides_caccae,Ruminococcus_torques,-0.577918552036199,neg,0.577918552036199
16150,Lachnospiraceae_bacterium_1_1_57FAA,Ruminococcus_torques,-0.652488687782805,neg,0.652488687782805
16361,Bacteroides_ovatus,Streptococcus_anginosus,-0.571945701357466,neg,0.571945701357466
17635,Lachnospiraceae_bacterium_1_1_57FAA,Streptococcus_vestibularis,0.634751131221719,pos,0.634751131221719
17936,Ruminococcus_gnavus,Veillonella_atypica,0.631493212669683,pos,0.631493212669683
18039,Klebsiella_pneumoniae,Veillonella_dispar,0.546696832579185,pos,0.546696832579185
18163,Eubacterium_ramulus,Veillonella_parvula,0.842805429864253,pos,0.842805429864253
18180,Lachnospiraceae_bacterium_5_1_63FAA,Veillonella_parvula,0.549683257918552,pos,0.549683257918552
18192,Parabacteroides_merdae,Veillonella_parvula,-0.590950226244344,neg,0.590950226244344
